model,standard,n,binary_accuracy,wilson_low,wilson_high,rubric_mean,refusal_rate,run_acc_std
OSS 120b,HS-PS3-1,63,1.0,0.9425,1.0,1.0,0.0,0.0
OSS 120b,HS-PS3-2,57,0.9825,0.9071,0.9969,0.9861,0.0,0.0248
OSS 120b,HS-PS3-3,57,0.9825,0.9071,0.9969,0.9881,0.0,0.0248
OSS 120b,HS-PS3-4,54,0.9815,0.9023,0.9967,0.9861,0.0,0.0262
OSS 120b,HS-PS3-5,48,1.0,0.9259,1.0,1.0,0.0,0.0
OSS 120b,HS-PS4-1,57,1.0,0.9369,1.0,1.0,0.0,0.0
OSS 120b,HS-PS4-2,63,1.0,0.9425,1.0,1.0,0.0,0.0
OSS 120b,HS-PS4-3,60,0.9667,0.8864,0.9908,0.9667,0.0,0.0236
OSS 120b,HS-PS4-4,45,1.0,0.9213,1.0,1.0,0.0,0.0
OSS 120b,HS-PS4-5,69,1.0,0.9473,1.0,1.0,0.0,0.0
OSS 20b,HS-ESS1-1,48,0.9583,0.8602,0.9885,0.95,0.0,0.0589
OSS 20b,HS-ESS1-2,66,1.0,0.945,1.0,0.9889,0.0,0.0
OSS 20b,HS-ESS1-3,48,0.9583,0.8602,0.9885,0.9333,0.0,0.0295
OSS 20b,HS-ESS1-4,48,0.9583,0.8602,0.9885,0.9848,0.0,0.0589
OSS 20b,HS-ESS1-5,30,0.9667,0.8333,0.9941,0.9583,0.0,0.0471
OSS 20b,HS-ESS1-6,45,0.9556,0.8517,0.9877,0.9667,0.0,0.0314
OSS 20b,HS-ESS2-1,39,0.9487,0.8311,0.9858,0.9333,0.0,0.0363
OSS 20b,HS-ESS2-2,42,0.9286,0.8099,0.9754,0.9333,0.0,0.0583
OSS 20b,HS-ESS2-3,48,0.8542,0.7283,0.9275,0.9333,0.0,0.078
OSS 20b,HS-ESS2-4,39,0.9231,0.7968,0.9735,0.95,0.0,0.0
OSS 20b,HS-ESS2-5,45,0.8667,0.7382,0.9374,0.8889,0.0,0.0544
OSS 20b,HS-ESS2-6,39,0.9487,0.8311,0.9858,0.9792,0.0,0.0363
OSS 20b,HS-ESS2-7,36,0.8333,0.6811,0.9213,0.875,0.0,0.068
OSS 20b,HS-ESS3-1,48,0.8958,0.7783,0.9547,0.9359,0.0,0.0589
OSS 20b,HS-ESS3-2,39,0.9744,0.8682,0.9955,1.0,0.0,0.0363
OSS 20b,HS-ESS3-3,42,1.0,0.9162,1.0,1.0,0.0,0.0
OSS 20b,HS-ESS3-4,75,1.0,0.9513,1.0,1.0,0.0,0.0
OSS 20b,HS-ESS3-5,54,0.9074,0.8009,0.9598,0.8788,0.0,0.0262
OSS 20b,HS-ESS3-6,36,0.9444,0.8186,0.9846,1.0,0.0,0.0393
OSS 20b,HS-ETS1-1,87,0.977,0.92,0.9937,0.9912,0.0,0.0163
OSS 20b,HS-ETS1-2,81,0.9877,0.9333,0.9978,0.9907,0.0,0.0175
OSS 20b,HS-ETS1-3,66,0.9848,0.919,0.9973,0.9896,0.0,0.0214
OSS 20b,HS-ETS1-4,57,1.0,0.9369,1.0,1.0,0.0,0.0
OSS 20b,HS-LS1-1,42,0.9762,0.8768,0.9958,1.0,0.0,0.0337
OSS 20b,HS-LS1-2,36,1.0,0.9036,1.0,1.0,0.0,0.0
OSS 20b,HS-LS1-3,42,0.9762,0.8768,0.9958,0.9833,0.0,0.0337
OSS 20b,HS-LS1-4,54,1.0,0.9336,1.0,0.9833,0.0,0.0
OSS 20b,HS-LS1-5,48,0.9167,0.8045,0.9671,0.95,0.0,0.0295
OSS 20b,HS-LS1-6,36,0.9444,0.8186,0.9846,0.9259,0.0,0.0393
OSS 20b,HS-LS1-7,36,0.9444,0.8186,0.9846,0.9583,0.0,0.0393
OSS 20b,HS-LS2-1,45,0.9778,0.8843,0.9961,0.9722,0.0,0.0314
OSS 20b,HS-LS2-2,27,0.963,0.8172,0.9934,0.9722,0.0,0.0524
OSS 20b,HS-LS2-3,24,0.9583,0.7976,0.9926,0.9444,0.0,0.0589
OSS 20b,HS-LS2-4,33,0.9394,0.8039,0.9832,0.9583,0.0,0.0429
OSS 20b,HS-LS2-5,33,1.0,0.8957,1.0,0.9792,0.0,0.0
OSS 20b,HS-LS2-6,39,0.9744,0.8682,0.9955,0.9792,0.0,0.0363
OSS 20b,HS-LS2-7,30,0.9333,0.7868,0.9815,0.9583,0.0,0.0471
OSS 20b,HS-LS2-8,33,0.9091,0.7643,0.9686,0.9286,0.0,0.0742
OSS 20b,HS-LS3-1,93,0.9462,0.8803,0.9768,0.9848,0.0,0.0548
OSS 20b,HS-LS3-2,96,0.9688,0.9121,0.9893,0.9773,0.0,0.0255
OSS 20b,HS-LS3-3,93,0.9677,0.9094,0.989,0.9815,0.0,0.0263
OSS 20b,HS-LS4-1,72,0.9167,0.8299,0.9612,0.9583,0.0,0.034
OSS 20b,HS-LS4-2,54,0.9074,0.8009,0.9598,0.9861,0.0,0.0262
OSS 20b,HS-LS4-3,51,0.9412,0.8408,0.9798,0.9231,0.0,0.048
OSS 20b,HS-LS4-4,57,0.8596,0.7468,0.9271,0.9583,0.0,0.0248
OSS 20b,HS-LS4-5,48,0.9792,0.891,0.9963,0.9848,0.0,0.0295
OSS 20b,HS-LS4-6,3,0.6667,0.2077,0.9385,,0.0,0.4714
OSS 20b,HS-PS1-1,45,0.9333,0.8214,0.9771,0.9667,0.0,0.0943
OSS 20b,HS-PS1-2,36,0.9167,0.7817,0.9713,0.9792,0.0,0.0
OSS 20b,HS-PS1-3,39,0.9231,0.7968,0.9735,0.9815,0.0,0.0
OSS 20b,HS-PS1-4,36,0.9722,0.8583,0.9951,0.9792,0.0,0.0393
OSS 20b,HS-PS1-5,36,0.9722,0.8583,0.9951,0.9792,0.0,0.0393
OSS 20b,HS-PS1-6,36,0.9167,0.7817,0.9713,0.9167,0.0,0.0
OSS 20b,HS-PS1-7,36,0.9444,0.8186,0.9846,0.9792,0.0,0.0393
OSS 20b,HS-PS1-8,33,1.0,0.8957,1.0,1.0,0.0,0.0
OSS 20b,HS-PS2-1,48,1.0,0.9259,1.0,1.0,0.0,0.0
OSS 20b,HS-PS2-2,63,1.0,0.9425,1.0,1.0,0.0,0.0
OSS 20b,HS-PS2-3,72,0.9722,0.9043,0.9923,0.9762,0.0,0.0393
OSS 20b,HS-PS2-4,72,0.9722,0.9043,0.9923,1.0,0.0,0.0393
OSS 20b,HS-PS2-5,42,0.9524,0.8421,0.9868,0.9722,0.0,0.0337
OSS 20b,HS-PS3-1,63,0.9683,0.8914,0.9913,0.9762,0.0,0.0224
OSS 20b,HS-PS3-2,57,1.0,0.9369,1.0,1.0,0.0,0.0
OSS 20b,HS-PS3-3,57,0.9825,0.9071,0.9969,1.0,0.0,0.0248
OSS 20b,HS-PS3-4,54,0.8519,0.734,0.923,0.8889,0.0,0.0262
OSS 20b,HS-PS3-5,48,1.0,0.9259,1.0,1.0,0.0,0.0
OSS 20b,HS-PS4-1,57,0.9825,0.9071,0.9969,0.9881,0.0,0.0248
OSS 20b,HS-PS4-2,63,1.0,0.9425,1.0,1.0,0.0,0.0
OSS 20b,HS-PS4-3,60,1.0,0.9398,1.0,0.9889,0.0,0.0
OSS 20b,HS-PS4-4,45,0.9778,0.8843,0.9961,1.0,0.0,0.0314
OSS 20b,HS-PS4-5,69,0.971,0.9003,0.992,0.9722,0.0,0.0205
